0.387599 0.606392
0.384588 0.641641
0.369264 0.679309
0.373743 0.72084
0.373741 0.75468
0.367479 0.810926
0.383159 0.841545
0.403226 0.905404
0.461134 0.558453
0.435403 0.629765
0.433409 0.65979
0.416834 0.725263
0.41706 0.760498
0.432878 0.823745
0.442813 0.853212
0.42512 0.91855
0.478118 0.582173
0.505591 0.624906
0.509294 0.655787
0.523381 0.724495
0.521665 0.761223
0.524427 0.823922
0.504519 0.870069
0.511798 0.903813
0.59363 0.563422
0.549838 0.634729
0.555687 0.664168
0.556047 0.721367
0.553574 0.763659
0.557169 0.81852
0.544356 0.855155
0.577933 0.921105
0.596834 0.592999
0.621747 0.620179
0.618567 0.680578
0.630117 0.715713
0.632981 0.770322
0.613758 0.801083
0.622759 0.86971
0.588761 0.886091
