0.386349 0.604919
0.383731 0.64225
0.367889 0.680216
0.372761 0.719578
0.372867 0.754249
0.365408 0.809256
0.383052 0.842641
0.400756 0.905133
0.461958 0.557395
0.434892 0.628794
0.432916 0.659578
0.415726 0.725412
0.41589 0.759711
0.432395 0.823621
0.442638 0.852911
0.424387 0.920503
0.476704 0.580958
0.505558 0.624312
0.508592 0.65496
0.524673 0.723485
0.522285 0.761582
0.524753 0.823668
0.50437 0.870031
0.513089 0.904639
0.595813 0.56242
0.55064 0.63392
0.555514 0.663386
0.554844 0.720971
0.55274 0.763447
0.557236 0.818839
0.544268 0.854649
0.579525 0.921718
0.597995 0.592011
0.622423 0.618149
0.619806 0.679886
0.632096 0.714783
0.635126 0.770711
0.61485 0.800686
0.623259 0.871486
0.59023 0.886251
