0.372071 0.60313
0.374197 0.639679
0.35475 0.675692
0.361425 0.71251
0.365435 0.75112
0.352578 0.808861
0.373559 0.836435
0.355994 0.889427
0.465779 0.543045
0.42944 0.621761
0.428078 0.653766
0.407108 0.720402
0.402162 0.75781
0.427385 0.821762
0.440902 0.849693
0.436318 0.952724
0.466836 0.571285
0.504881 0.616702
0.501503 0.647278
0.526441 0.709061
0.521773 0.769357
0.52322 0.820862
0.505235 0.874789
0.524728 0.906942
0.616365 0.531983
0.558639 0.624908
0.554201 0.65537
0.554356 0.713922
0.550681 0.762796
0.56234 0.821329
0.543001 0.84964
0.594949 0.92837
0.604771 0.591889
0.636294 0.606423
0.633072 0.674005
0.651815 0.703312
0.657283 0.776732
0.625864 0.793849
0.635722 0.885231
0.598845 0.890902
