0.279435 0.566982
0.293019 0.544303
0.225972 0.616735
0.258802 0.633583
0.270328 0.792873
0.272565 0.746805
0.331654 0.84904
0.0378987 0.769811
0.583903 0.475112
0.419786 0.506438
0.425572 0.540843
0.308065 0.713038
0.330028 0.815906
0.388559 0.790493
0.436584 0.810965
0.460634 0.939044
0.315563 0.406188
0.462402 0.517368
0.494113 0.497249
0.497548 0.707042
0.473178 0.739162
0.531753 0.809998
0.516774 0.866682
0.648116 0.873503
0.761416 0.243845
0.630078 0.564686
0.528198 0.577435
0.602628 0.667779
0.549641 0.755124
0.572059 0.811336
0.549978 0.840139
0.663713 0.920779
0.640075 0.598946
0.772728 0.469869
0.742329 0.644681
0.771989 0.602651
0.717091 0.876796
0.799519 0.622356
0.769187 0.998222
0.645955 0.941678
