0.408007 0.605889
0.394403 0.643095
0.385481 0.682706
0.387091 0.729732
0.387235 0.760823
0.385983 0.81643
0.392967 0.842353
0.415489 0.895244
0.456816 0.57932
0.441844 0.635693
0.439452 0.667745
0.430154 0.730261
0.430031 0.762218
0.439327 0.825319
0.444919 0.856016
0.454558 0.905695
0.491064 0.591512
0.504775 0.632075
0.5153 0.666744
0.515369 0.730384
0.515362 0.762089
0.518774 0.826386
0.504893 0.86273
0.496774 0.900871
0.566862 0.577324
0.544008 0.641463
0.556735 0.674382
0.562825 0.727289
0.562908 0.765058
0.555903 0.82056
0.546751 0.853345
0.557061 0.911732
0.585604 0.607931
0.607492 0.641885
0.602947 0.689245
0.603816 0.726864
0.603709 0.766927
0.600881 0.803578
0.606104 0.85102
0.580326 0.879535
