0.403011 0.606161
0.390553 0.646064
0.382484 0.678345
0.383366 0.727014
0.383567 0.760148
0.379932 0.810255
0.391941 0.84715
0.414216 0.898237
0.459763 0.574792
0.440393 0.635227
0.438003 0.665086
0.427221 0.728037
0.427084 0.762979
0.437708 0.824995
0.4444 0.855445
0.445358 0.90866
0.485799 0.588338
0.505109 0.629783
0.515202 0.663932
0.516981 0.729578
0.516979 0.761415
0.520434 0.826995
0.505231 0.864778
0.500722 0.901012
0.573582 0.572135
0.543789 0.640895
0.556776 0.672032
0.561294 0.730421
0.560641 0.760283
0.556601 0.819248
0.54516 0.854401
0.562816 0.913492
0.58899 0.607504
0.610451 0.635163
0.60694 0.688394
0.610369 0.723103
0.61111 0.7679
0.604075 0.802887
0.609513 0.856991
0.582438 0.880604
