0.375145 0.607222
0.376181 0.636339
0.357127 0.675675
0.363817 0.714965
0.366712 0.752091
0.357884 0.812661
0.372881 0.834113
0.36521 0.892685
0.464414 0.544973
0.430536 0.624045
0.429115 0.654254
0.409151 0.72129
0.405201 0.758528
0.42841 0.822166
0.441276 0.85045
0.433909 0.946151
0.469455 0.574445
0.505013 0.618204
0.502981 0.649054
0.524656 0.712084
0.521582 0.767688
0.52327 0.821789
0.505111 0.873852
0.522317 0.90648
0.612245 0.537906
0.556864 0.627083
0.55459 0.656834
0.555878 0.715456
0.551403 0.763101
0.561449 0.821298
0.543307 0.850055
0.591834 0.926192
0.603529 0.592277
0.633115 0.60904
0.630063 0.674843
0.647986 0.70618
0.651572 0.776544
0.624698 0.794315
0.633433 0.882361
0.596682 0.890919
