0.383043 0.604005
0.381424 0.641766
0.364759 0.681453
0.370207 0.716568
0.371173 0.753187
0.361668 0.807743
0.381347 0.842666
0.389607 0.901173
0.462111 0.551537
0.433607 0.626466
0.431691 0.658895
0.413094 0.726573
0.412472 0.756869
0.431151 0.823178
0.442237 0.852238
0.427528 0.928613
0.475076 0.581078
0.505402 0.622328
0.506855 0.653335
0.524835 0.720119
0.521509 0.763364
0.524286 0.823
0.504205 0.870187
0.516193 0.906359
0.601019 0.555361
0.552504 0.630721
0.555279 0.662554
0.554979 0.719483
0.552904 0.763262
0.558567 0.819465
0.544074 0.853542
0.583057 0.924728
0.598212 0.590976
0.627049 0.616112
0.62327 0.679178
0.636678 0.71138
0.639984 0.772343
0.618082 0.798976
0.627131 0.874789
0.591729 0.886229
