0.376931 0.608763
0.377323 0.635303
0.35872 0.676439
0.365268 0.715761
0.367688 0.752474
0.359509 0.812728
0.373978 0.834888
0.370631 0.894588
0.463484 0.545039
0.431198 0.625028
0.429709 0.654874
0.410094 0.722517
0.406827 0.758155
0.428998 0.822357
0.441511 0.850915
0.432491 0.942271
0.471122 0.577346
0.505102 0.618938
0.503839 0.650223
0.523365 0.713806
0.520814 0.766808
0.523206 0.822062
0.505398 0.873981
0.520521 0.905513
0.609822 0.541377
0.555879 0.627662
0.55476 0.658369
0.557013 0.716386
0.552483 0.763153
0.56107 0.8209
0.543452 0.850898
0.589797 0.926427
0.600716 0.591388
0.633327 0.611671
0.628255 0.675273
0.645771 0.707903
0.647658 0.776755
0.624567 0.79424
0.632823 0.880499
0.594877 0.889547
