0.306636 0.601138
0.340703 0.590674
0.292967 0.645394
0.310842 0.681056
0.339619 0.767919
0.296487 0.788286
0.348821 0.830258
0.193621 0.832924
0.474451 0.500142
0.420016 0.583827
0.425241 0.619886
0.382815 0.676536
0.359011 0.794672
0.411675 0.811066
0.434936 0.831814
0.48752 0.958102
0.442745 0.497711
0.503405 0.584591
0.470233 0.604584
0.501935 0.680818
0.507396 0.765234
0.530671 0.811524
0.513749 0.895811
0.550179 0.904703
0.691842 0.383049
0.590673 0.599402
0.544932 0.618143
0.589364 0.668675
0.53654 0.769488
0.566048 0.81709
0.543548 0.846536
0.643271 0.935218
0.614516 0.623954
0.704763 0.539248
0.68342 0.66089
0.719607 0.659769
0.699786 0.786968
0.704316 0.751018
0.703294 0.952866
0.611213 0.915361
