0.371365 0.602457
0.373678 0.640234
0.354251 0.675762
0.360881 0.711811
0.365119 0.750871
0.351387 0.808035
0.373661 0.836905
0.353826 0.888657
0.466056 0.541968
0.429179 0.621288
0.427837 0.653579
0.406561 0.720374
0.401485 0.757448
0.427136 0.821646
0.440822 0.849527
0.436885 0.954267
0.466265 0.571156
0.504857 0.616278
0.501149 0.646923
0.526404 0.708272
0.521516 0.769808
0.523213 0.820581
0.505453 0.875329
0.525106 0.906724
0.617335 0.530585
0.559073 0.624256
0.554094 0.655158
0.554455 0.713629
0.550813 0.76266
0.562563 0.821242
0.542911 0.849686
0.595645 0.929174
0.604332 0.591429
0.637774 0.606168
0.633634 0.673571
0.652862 0.702866
0.658252 0.776985
0.626513 0.793522
0.636483 0.885859
0.599168 0.890639
