0.381142 0.605272
0.380138 0.639936
0.362907 0.68037
0.368717 0.716043
0.370262 0.75288
0.360455 0.808406
0.379565 0.841151
0.383641 0.899116
0.462107 0.548238
0.432861 0.625839
0.431057 0.657832
0.411981 0.726215
0.410553 0.756335
0.430456 0.822887
0.442028 0.851881
0.42909 0.932919
0.474268 0.581188
0.505306 0.621095
0.505908 0.652551
0.523562 0.718106
0.520571 0.764514
0.523653 0.822615
0.504656 0.871531
0.517474 0.905967
0.603908 0.55021
0.553543 0.629175
0.555139 0.661849
0.556435 0.718494
0.553486 0.763256
0.559635 0.819782
0.543896 0.852975
0.585025 0.926185
0.597741 0.591074
0.630158 0.615543
0.62491 0.67815
0.639463 0.710114
0.64185 0.774224
0.620666 0.797019
0.6298 0.876368
0.591989 0.886604
