0.290515 0.589229
0.314951 0.565974
0.26092 0.629528
0.28062 0.652956
0.309675 0.783423
0.273736 0.763957
0.339578 0.840663
0.109993 0.799919
0.533582 0.48763
0.419331 0.542749
0.432243 0.573921
0.342672 0.697028
0.346106 0.809262
0.404069 0.803344
0.431013 0.819068
0.491504 0.930306
0.374092 0.449408
0.489441 0.562319
0.46874 0.539702
0.500165 0.694677
0.501807 0.755468
0.533179 0.811183
0.523092 0.894781
0.576344 0.893865
0.729206 0.30918
0.611387 0.58143
0.535945 0.59717
0.599059 0.664106
0.530252 0.760118
0.567716 0.813489
0.546875 0.845809
0.659859 0.925113
0.626118 0.616607
0.741263 0.502878
0.716495 0.649993
0.746113 0.632459
0.709053 0.836266
0.755656 0.683249
0.739139 0.980331
0.624261 0.933623
